Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"TLS","GB-LON","19309","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-LONTLS"
"PAR","GB-BRI","19310","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-BRIPAR"
"MRS","US-CHI","19311","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-CHIMRS"
"TLS","US-SEA","19312","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SEATLS"
"MRS","CN-BEJ","19313","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPCN-BEJMRS"
"TLS","SG-SIM","19314","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMTLS"
"FRA","JP-TYO","19315","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHJP-TYOFRA"
"NCE","GB-EAS","19316","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-EASNCE"
"FRA","US-SFM","19317","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-SFMFRA"
"MRS","GB-BST","19318","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-BSTMRS"
"GVA","GB-LON","19319","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-LONGVA"
"GVA","US-SFM","19320","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SFMGVA"
"TLS","GB-EAS","19321","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHGB-EASTLS"
"MRS","US-NYC","19322","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-NYCMRS"
"MRS","GB-OXF","19323","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-OXFMRS"
"LYS","GB-CAC","19324","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-CACLYS"
"TLS","US-NYC","19325","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-NYCTLS"
"BOD","GB-BRI","19326","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-BRIBOD"
"PAR","GB-BOU","19327","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-BOUPAR"
"NCE","JP-TYO","19328","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPJP-TYONCE"
"NCE","US-BOE","19329","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-BOENCE"
"NCE","GB-MAN","19330","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-MANNCE"
"LYS","GB-LON","19331","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-LONLYS"
"LYS","GB-CAM","19332","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-CAMLYS"
"PAR","AU-SYD","19333","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","AYP","31.0","12.0","12.0","LSPAYPAU-SYDPAR"
"GVA","US-SFD","19334","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SFDGVA"
"GVA","CN-BEJ","19335","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPCN-BEJGVA"
"PAR","US-BOI","19336","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-BOIPAR"
"TLS","GB-MAS","19337","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-MASTLS"
"NCE","US-WAS","19338","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-WASNCE"
"GVA","GB-BST","19339","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BSTGVA"
"FRA","US-SEA","19340","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SEAFRA"
"NCE","US-SFM","19341","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SFMNCE"
"TLS","GB-BOU","19342","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-BOUTLS"
"BOD","IT-ROM","19343","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSIT-ROMBOD"
"GVA","AU-SYD","19344","HighSeason1","1.0","1.0","Jan-1 To Feb-28","ILS","ILS","28.0","2.0","2.0","ILSILSAU-SYDGVA"
"TLS","GB-MAS","19345","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-MASTLS"
"NCE","US-CHI","19346","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHINCE"
"FRA","US-NYT","19347","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-NYTFRA"
"LYS","ZA-CAP","19348","LowSeason1","1.0","3.0","Mar-1 To Dec-31","ILS","ILS","31.0","12.0","12.0","ILSILSZA-CAPLYS"
"GVA","US-LAR","19349","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-LARGVA"
"LYS","GB-MAS","19350","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-MASLYS"
"NCE","GB-CAE","19351","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-CAENCE"
"TLS","US-WAS","19352","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-WASTLS"
"NCE","US-SBA","19353","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SBANCE"
"GVA","US-BOE","19354","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-BOEGVA"
"GVA","NZ-AUC","19355","HighSeason1","1.0","1.0","Jan-1 To Feb-28","ILS","ILS","28.0","2.0","2.0","ILSILSNZ-AUCGVA"
"TLS","US-NYC","19356","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-NYCTLS"
"PAR","GB-EAS","19357","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-EASPAR"
"LYS","IT-ROM","19358","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSIT-ROMLYS"
"TLS","US-SFM","19359","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SFMTLS"
"BOD","US-NYC","19360","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-NYCBOD"
"TLS","US-NYT","19361","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-NYTTLS"
"NCE","ZA-CAP","19362","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYZA-CAPNCE"
"PAR","US-BOI","19363","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-BOIPAR"
"FRA","CA-VAN","19364","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPCA-VANFRA"
"LYS","GB-CAM","19365","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-CAMLYS"
"LYS","DE-BER","19366","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHDE-BERLYS"
"BOD","GB-CAE","19367","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-CAEBOD"
"GVA","GB-MAN","19368","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-MANGVA"
"TLS","DE-MUN","19369","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPDE-MUNTLS"
"NCE","US-LAR","19370","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-LARNCE"
"MRS","GB-MAS","19371","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-MASMRS"
"GVA","CN-BEJ","19372","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSCN-BEJGVA"
"PAR","US-NYT","19373","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-NYTPAR"
"PAR","US-CHI","19374","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-CHIPAR"
"PAR","AU-SYD","19375","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-SYDPAR"
"PAR","CA-TOO","19376","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSCA-TOOPAR"
"NCE","DE-BER","19377","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHDE-BERNCE"
"LYS","JP-TYO","19378","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPJP-TYOLYS"
"NCE","IE-DUB","19379","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYIE-DUBNCE"
"GVA","US-NYT","19380","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-NYTGVA"
"TLS","US-NYC","19381","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-NYCTLS"
"MRS","GB-CAE","19382","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-CAEMRS"
"PAR","GB-BST","19383","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-BSTPAR"
"MRS","US-SFD","19384","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFDMRS"
"FRA","US-SFM","19385","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SFMFRA"
"TLS","US-SDO","19386","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-SDOTLS"
"GVA","US-SFM","19387","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SFMGVA"
"NCE","GB-MAS","19388","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-MASNCE"
"BOD","US-SEA","19389","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SEABOD"
"TLS","US-SDC","19390","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SDCTLS"
"LYS","US-SFD","19391","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SFDLYS"
"NTE","US-LAR","19392","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-LARNTE"
"NCE","GB-MAN","19393","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-MANNCE"
"NTE","US-LAR","19394","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-LARNTE"
"BOD","GB-EAS","19395","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-EASBOD"
"PAR","US-LAR","19396","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-LARPAR"
"LYS","CN-BEJ","19397","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPCN-BEJLYS"
"MRS","GB-MAS","19398","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-MASMRS"
"GVA","GB-EAS","19399","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-EASGVA"
"PAR","US-CHI","19400","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIPAR"
"TLS","SG-SIN","19401","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSSG-SINTLS"
"TLS","US-NYC","19402","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-NYCTLS"
"TLS","GB-OXF","19403","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-OXFTLS"
"LYS","GB-EAS","19404","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-EASLYS"
"TLS","US-CHS","19405","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-CHSTLS"
"FRA","SG-SIN","19406","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSSG-SINFRA"
"LYS","US-NYC","19407","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYCLYS"
"NCE","US-NYC","19408","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYCNCE"
"MRS","US-NYT","19409","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTMRS"
"GVA","ES-BAR","19410","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYES-BARGVA"
"GVA","US-SBA","19411","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SBAGVA"
"MRS","US-NYT","19412","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-NYTMRS"
"BOD","GB-OXF","19413","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-OXFBOD"
"NTE","US-LAR","19414","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-LARNTE"
"TLS","DE-BER","19415","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPDE-BERTLS"
"BOD","GB-EAS","19416","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-EASBOD"
"GVA","US-SFD","19417","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFDGVA"
"MRS","US-WAS","19418","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-WASMRS"
"TLS","JP-TYO","19419","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHJP-TYOTLS"
"PAR","US-NYT","19420","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-NYTPAR"
"GVA","GB-OXF","19421","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-OXFGVA"
"MRS","JP-TYO","19422","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSJP-TYOMRS"
"MRS","GB-BOU","19423","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-BOUMRS"
"PAR","GB-LON","19424","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-LONPAR"
"MRS","US-CHI","19425","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-CHIMRS"
"NCE","GB-EAS","19426","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-EASNCE"
"GVA","US-MIA","19427","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-MIAGVA"
"LYS","GB-BST","19428","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-BSTLYS"
"NCE","US-SFD","19429","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFDNCE"
"NCE","NZ-AUC","19430","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","AYP","31.0","12.0","12.0","LSPAYPNZ-AUCNCE"
"NCE","IE-DUB","19431","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPIE-DUBNCE"
"GVA","GB-MAS","19432","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-MASGVA"
"MRS","GB-CAC","19433","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-CACMRS"
"BOD","GB-BRI","19434","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-BRIBOD"
"GVA","GB-MAN","19435","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-MANGVA"
"FRA","SG-SIN","19436","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPSG-SINFRA"
"TLS","US-BOI","19437","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-BOITLS"
"MRS","GB-CAM","19438","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-CAMMRS"
"MRS","GB-LON","19439","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-LONMRS"
"PAR","MT-MSJ","19440","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPMT-MSJPAR"
"GVA","US-SFM","19441","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMGVA"
"TLS","US-NYC","19442","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-NYCTLS"
"FRA","CN-BEJ","19443","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJFRA"
"NCE","US-BOI","19444","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-BOINCE"
"MRS","GB-EAS","19445","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHGB-EASMRS"
"NCE","CA-TOO","19446","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPCA-TOONCE"
"LYS","IT-ROM","19447","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPIT-ROMLYS"
"TLS","US-NYT","19448","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-NYTTLS"
"FRA","US-SFM","19449","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SFMFRA"
"TLS","US-CHI","19450","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-CHITLS"
"TLS","US-WAS","19451","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASTLS"
"NCE","US-SEA","19452","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SEANCE"
"GVA","US-SFM","19453","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SFMGVA"
"MRS","US-SDO","19454","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SDOMRS"
"TLS","GB-LON","19455","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-LONTLS"
"GVA","GB-MAN","19456","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-MANGVA"
"LYS","IT-ROM","19457","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYIT-ROMLYS"
"MRS","JP-TYO","19458","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOMRS"
"BOD","US-NYT","19459","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-NYTBOD"
"NCE","GB-BOU","19460","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-BOUNCE"
"FRA","CN-BEJ","19461","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSCN-BEJFRA"
"LYS","GB-CAE","19462","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-CAELYS"
"NCE","DE-MUN","19463","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSDE-MUNNCE"
"NTE","US-SBA","19464","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SBANTE"
"PAR","CA-TOO","19465","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPCA-TOOPAR"
"FRA","US-HNL","19466","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-HNLFRA"
"NCE","GB-BOU","19467","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-BOUNCE"
"LYS","SG-SIN","19468","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSSG-SINLYS"
"LYS","SG-SIM","19469","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSSG-SIMLYS"
"GVA","GB-LON","19470","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-LONGVA"
"NCE","US-WAS","19471","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-WASNCE"
"FRA","US-SDC","19472","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SDCFRA"
"LYS","GB-MAN","19473","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-MANLYS"
"MRS","NZ-AUC","19474","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYNZ-AUCMRS"
"PAR","US-HNL","19475","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-HNLPAR"
"NTE","US-NYC","19476","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-NYCNTE"
"NCE","US-CHI","19477","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-CHINCE"
"NCE","CA-VAN","19478","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPCA-VANNCE"
"TLS","US-BOI","19479","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-BOITLS"
"BOD","US-SDO","19480","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SDOBOD"
"PAR","ES-MAD","19481","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSES-MADPAR"
"BOD","GB-BST","19482","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-BSTBOD"
"MRS","GB-BST","19483","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-BSTMRS"
"LYS","GB-LON","19484","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-LONLYS"
"BOD","GB-LON","19485","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSU","31.0","8.0","8.0","ILSILSUGB-LONBOD"
"NCE","US-SFM","19486","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SFMNCE"
"PAR","GB-MAS","19487","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-MASPAR"
